depth,url,type,message
"10","https://chromewebstore.google.com/signin/usernamerecovery?continue=https://chromewebstore.google.com/user/installed&dsh=S-417556178:1766772308635578&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://chromewebstore.google.com/user/installed&ifkv=Ac2yZaWYKS0IOBUxwy4ir9ZXPr09qogHzDbwtSpI3YukvqVfDeTriVjPp9Wc1orebxd7HEyowmIy4Q&osid=1","FAILED","HTTP error fetching URL. Status=404, URL=[https://chromewebstore.google.com/signin/usernamerecovery?continue=https://chromewebstore.google.com/user/installed&dsh=S-417556178:1766772308635578&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://chromewebstore.google.com/user/installed&ifkv=Ac2yZaWYKS0IOBUxwy4ir9ZXPr09qogHzDbwtSpI3YukvqVfDeTriVjPp9Wc1orebxd7HEyowmIy4Q&osid=1]"
"10","https://chrome.google.com/signin/usernamerecovery?continue=https://chrome.google.com/webstore/devconsole/&dsh=S-452749248:1766772308795053&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://chrome.google.com/webstore/devconsole/&ifkv=Ac2yZaXQ3fjlkpjWd1xlzSLRCx2abF5IJNrgyagrMwyq3EMWfY5Um6WxwAuKfsCzrAJvvRFbb4f5yw&service=chromewebstore","FAILED","HTTP error fetching URL. Status=404, URL=[https://chrome.google.com/signin/usernamerecovery?continue=https://chrome.google.com/webstore/devconsole/&dsh=S-452749248:1766772308795053&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://chrome.google.com/webstore/devconsole/&ifkv=Ac2yZaXQ3fjlkpjWd1xlzSLRCx2abF5IJNrgyagrMwyq3EMWfY5Um6WxwAuKfsCzrAJvvRFbb4f5yw&service=chromewebstore]"
"10","https://chrome.google.com/lifecycle/flows/signup?continue=https://chrome.google.com/webstore/devconsole/&dsh=S-452749248:1766772308795053&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://chrome.google.com/webstore/devconsole/&ifkv=Ac2yZaXQ3fjlkpjWd1xlzSLRCx2abF5IJNrgyagrMwyq3EMWfY5Um6WxwAuKfsCzrAJvvRFbb4f5yw&service=chromewebstore","FAILED","HTTP error fetching URL. Status=404, URL=[https://chrome.google.com/lifecycle/flows/signup?continue=https://chrome.google.com/webstore/devconsole/&dsh=S-452749248:1766772308795053&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://chrome.google.com/webstore/devconsole/&ifkv=Ac2yZaXQ3fjlkpjWd1xlzSLRCx2abF5IJNrgyagrMwyq3EMWfY5Um6WxwAuKfsCzrAJvvRFbb4f5yw&service=chromewebstore]"
"10","https://chromewebstore.google.com/lifecycle/flows/signup?continue=https://chromewebstore.google.com/user/installed&dsh=S-417556178:1766772308635578&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://chromewebstore.google.com/user/installed&ifkv=Ac2yZaWYKS0IOBUxwy4ir9ZXPr09qogHzDbwtSpI3YukvqVfDeTriVjPp9Wc1orebxd7HEyowmIy4Q&osid=1","FAILED","HTTP error fetching URL. Status=404, URL=[https://chromewebstore.google.com/lifecycle/flows/signup?continue=https://chromewebstore.google.com/user/installed&dsh=S-417556178:1766772308635578&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://chromewebstore.google.com/user/installed&ifkv=Ac2yZaWYKS0IOBUxwy4ir9ZXPr09qogHzDbwtSpI3YukvqVfDeTriVjPp9Wc1orebxd7HEyowmIy4Q&osid=1]"
"10","https://help.twitter.com/rules-and-policies/tweet-withheld-by-country.html","FAILED","HTTP error fetching URL. Status=403, URL=[https://help.x.com/rules-and-policies/tweet-withheld-by-country.html]"
"10","https://help.twitter.com/en/rules-and-policies/violent-speech.html","FAILED","HTTP error fetching URL. Status=403, URL=[https://help.x.com/en/rules-and-policies/violent-speech.html]"
"10","https://help.twitter.com/en/forms/safety-and-sensitive-content/abuse.html","FAILED","HTTP error fetching URL. Status=403, URL=[https://help.x.com/en/forms/safety-and-sensitive-content/abuse.html]"
"10","https://business.x.com/en/help/overview/what-are-follower-ads.html","FAILED","HTTP error fetching URL. Status=404, URL=[https://business.x.com/en/help/overview/what-are-follower-ads]"
"10","https://accounts.google.com/privacy?gl=IL&hl=en","FAILED","HTTP error fetching URL. Status=404, URL=[https://accounts.google.com/privacy?gl=IL&hl=en]"
"10","https://help.x.com/safety-and-security/how-to-make-x-private-and-public","FAILED","HTTP error fetching URL. Status=403, URL=[https://help.x.com/safety-and-security/how-to-make-x-private-and-public]"
"10","https://twittercommunity.com/","FAILED","HTTP error fetching URL. Status=403, URL=[https://devcommunity.x.com/]"
"10","http://developer.x.com/en1/use-cases/build-for-businesses","FAILED","HTTP error fetching URL. Status=404, URL=[https://developer.x.com/en/en1/use-cases/build-for-businesses]"
