depth,url,type,message
"9","https://devcommunity.x.com/t/upcoming-updates-to-the-self-serve-x-api/227668","FAILED","HTTP error fetching URL. Status=403, URL=[https://devcommunity.x.com/t/upcoming-updates-to-the-self-serve-x-api/227668]"
"9","https://developer.x.com/en1/use-cases/build-for-businesses","FAILED","HTTP error fetching URL. Status=404, URL=[https://developer.x.com/en/en1/use-cases/build-for-businesses]"
"9","https://devcommunity.x.com/","FAILED","HTTP error fetching URL. Status=403, URL=[https://devcommunity.x.com/]"
"9","https://twittercommunity.com/t/removing-support-for-embedded-like-collection-and-moment-timelines/150313","FAILED","HTTP error fetching URL. Status=403, URL=[https://devcommunity.x.com/t/removing-support-for-embedded-like-collection-and-moment-timelines/150313]"
"9","http://www.privacyshield.gov/PrivacyShield/ApplyNow","TIMEOUT","Read timed out"
"9","http://www.privacyshield.gov/list","TIMEOUT","Read timed out"
"10","https://myaccount.google.com/lifecycle/flows/signup?continue=https://myaccount.google.com/general-light&dsh=S892761191:1766778779620411&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://myaccount.google.com/general-light&ifkv=Ac2yZaUPhVFEcmT2tAVwy-NZ3zFZJUS0oGpHxJ4z3j93ZubeNOYqjJ2t0x04dQuPEFMFlfqP4-fEYA&osid=1","FAILED","HTTP error fetching URL. Status=404, URL=[https://myaccount.google.com/lifecycle/flows/signup?continue=https://myaccount.google.com/general-light&dsh=S892761191:1766778779620411&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://myaccount.google.com/general-light&ifkv=Ac2yZaUPhVFEcmT2tAVwy-NZ3zFZJUS0oGpHxJ4z3j93ZubeNOYqjJ2t0x04dQuPEFMFlfqP4-fEYA&osid=1]"
"10","https://myaccount.google.com/signin/usernamerecovery?continue=https://myaccount.google.com/general-light&dsh=S892761191:1766778779620411&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://myaccount.google.com/general-light&ifkv=Ac2yZaUPhVFEcmT2tAVwy-NZ3zFZJUS0oGpHxJ4z3j93ZubeNOYqjJ2t0x04dQuPEFMFlfqP4-fEYA&osid=1","FAILED","HTTP error fetching URL. Status=404, URL=[https://myaccount.google.com/signin/usernamerecovery?continue=https://myaccount.google.com/general-light&dsh=S892761191:1766778779620411&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://myaccount.google.com/general-light&ifkv=Ac2yZaUPhVFEcmT2tAVwy-NZ3zFZJUS0oGpHxJ4z3j93ZubeNOYqjJ2t0x04dQuPEFMFlfqP4-fEYA&osid=1]"
"10","https://myaccount.google.com/lifecycle/flows/signup?continue=https://myaccount.google.com/general-light&dsh=S-1489129516:1766778779764102&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://myaccount.google.com/general-light&ifkv=Ac2yZaUink6K-SfcSzK28Mq9_s5ugDzLmRAC1geFLwLqwcNADzhhtc0e_DbH8K0o__9tEeYbqabw4Q&osid=1","FAILED","HTTP error fetching URL. Status=404, URL=[https://myaccount.google.com/lifecycle/flows/signup?continue=https://myaccount.google.com/general-light&dsh=S-1489129516:1766778779764102&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://myaccount.google.com/general-light&ifkv=Ac2yZaUink6K-SfcSzK28Mq9_s5ugDzLmRAC1geFLwLqwcNADzhhtc0e_DbH8K0o__9tEeYbqabw4Q&osid=1]"
"10","https://myaccount.google.com/signin/usernamerecovery?continue=https://myaccount.google.com/general-light&dsh=S-1489129516:1766778779764102&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://myaccount.google.com/general-light&ifkv=Ac2yZaUink6K-SfcSzK28Mq9_s5ugDzLmRAC1geFLwLqwcNADzhhtc0e_DbH8K0o__9tEeYbqabw4Q&osid=1","FAILED","HTTP error fetching URL. Status=404, URL=[https://myaccount.google.com/signin/usernamerecovery?continue=https://myaccount.google.com/general-light&dsh=S-1489129516:1766778779764102&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://myaccount.google.com/general-light&ifkv=Ac2yZaUink6K-SfcSzK28Mq9_s5ugDzLmRAC1geFLwLqwcNADzhhtc0e_DbH8K0o__9tEeYbqabw4Q&osid=1]"
"10","https://developer.x.com/en/support/twitter-api/developer-account.html","FAILED","HTTP error fetching URL. Status=404, URL=[https://developer.x.com/en/support/x-api/developer-account]"
"10","https://twittercommunity.com/c/publisher/41/none","FAILED","HTTP error fetching URL. Status=403, URL=[https://devcommunity.x.com/c/publisher/41/none]"
"10","https://chromewebstore.google.com/lifecycle/flows/signup?continue=https://chromewebstore.google.com/user/installed&dsh=S-485178234:1766778780297247&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://chromewebstore.google.com/user/installed&ifkv=Ac2yZaXWWTwxcRPv-SBHmMg7nGm_jx9S5UTJHUiqQTskmiyZEtAFHNMa4lPcfheD81ecBmOuDIVKwA&osid=1","FAILED","HTTP error fetching URL. Status=404, URL=[https://chromewebstore.google.com/lifecycle/flows/signup?continue=https://chromewebstore.google.com/user/installed&dsh=S-485178234:1766778780297247&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://chromewebstore.google.com/user/installed&ifkv=Ac2yZaXWWTwxcRPv-SBHmMg7nGm_jx9S5UTJHUiqQTskmiyZEtAFHNMa4lPcfheD81ecBmOuDIVKwA&osid=1]"
"10","https://chrome.google.com/signin/usernamerecovery?continue=https://chrome.google.com/webstore/devconsole/&dsh=S-752909006:1766778780783632&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://chrome.google.com/webstore/devconsole/&ifkv=Ac2yZaUdyuIRw6gVXzc1gMfiFEISyQo4SBDLQeg2fBrM7sY0a3wSoQofFPffiViHzROb1zR-ARGxSA&service=chromewebstore","FAILED","HTTP error fetching URL. Status=404, URL=[https://chrome.google.com/signin/usernamerecovery?continue=https://chrome.google.com/webstore/devconsole/&dsh=S-752909006:1766778780783632&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://chrome.google.com/webstore/devconsole/&ifkv=Ac2yZaUdyuIRw6gVXzc1gMfiFEISyQo4SBDLQeg2fBrM7sY0a3wSoQofFPffiViHzROb1zR-ARGxSA&service=chromewebstore]"
"10","https://chrome.google.com/lifecycle/flows/signup?continue=https://chrome.google.com/webstore/devconsole/&dsh=S-752909006:1766778780783632&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://chrome.google.com/webstore/devconsole/&ifkv=Ac2yZaUdyuIRw6gVXzc1gMfiFEISyQo4SBDLQeg2fBrM7sY0a3wSoQofFPffiViHzROb1zR-ARGxSA&service=chromewebstore","FAILED","HTTP error fetching URL. Status=404, URL=[https://chrome.google.com/lifecycle/flows/signup?continue=https://chrome.google.com/webstore/devconsole/&dsh=S-752909006:1766778780783632&flowEntry=SignUp&flowName=GlifWebSignIn&followup=https://chrome.google.com/webstore/devconsole/&ifkv=Ac2yZaUdyuIRw6gVXzc1gMfiFEISyQo4SBDLQeg2fBrM7sY0a3wSoQofFPffiViHzROb1zR-ARGxSA&service=chromewebstore]"
"10","https://chromewebstore.google.com/signin/usernamerecovery?continue=https://chromewebstore.google.com/user/installed&dsh=S-485178234:1766778780297247&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://chromewebstore.google.com/user/installed&ifkv=Ac2yZaXWWTwxcRPv-SBHmMg7nGm_jx9S5UTJHUiqQTskmiyZEtAFHNMa4lPcfheD81ecBmOuDIVKwA&osid=1","FAILED","HTTP error fetching URL. Status=404, URL=[https://chromewebstore.google.com/signin/usernamerecovery?continue=https://chromewebstore.google.com/user/installed&dsh=S-485178234:1766778780297247&flowEntry=ServiceLogin&flowName=WebLiteSignIn&followup=https://chromewebstore.google.com/user/installed&ifkv=Ac2yZaXWWTwxcRPv-SBHmMg7nGm_jx9S5UTJHUiqQTskmiyZEtAFHNMa4lPcfheD81ecBmOuDIVKwA&osid=1]"
"10","https://business.x.com/en/help/overview/what-are-follower-ads.html","FAILED","HTTP error fetching URL. Status=404, URL=[https://business.x.com/en/help/overview/what-are-follower-ads]"
"10","http://blog.twitter.com/2011/01/tweets-must-flow.html","FAILED","HTTP error fetching URL. Status=520, URL=[http://blog.twitter.com/2011/01/tweets-must-flow.html]"
"10","https://accounts.google.com/privacy?gl=IL&hl=en","FAILED","HTTP error fetching URL. Status=404, URL=[https://accounts.google.com/privacy?gl=IL&hl=en]"
"10","http://developer.x.com/en1/use-cases/build-for-businesses","FAILED","HTTP error fetching URL. Status=404, URL=[https://developer.x.com/en/en1/use-cases/build-for-businesses]"
"10","https://twittercommunity.com/","FAILED","HTTP error fetching URL. Status=403, URL=[https://devcommunity.x.com/]"
